elder_name,youth_name,elder_district,youth_district,zone,jaccard_score,distance_km,final_score,shared_interests
Leung Ming Yuet,Lau Yuk Ting,Sha Kok Estate,Pok Hong Estate,4,0.25,0.3772800988547772,0.3214103081680528,digital_help; park; smartphone; walk; walking
Ng Wai Ling,Lam Yan Ting,Pok Hong Estate,Shatin Park,4,0.2777777777777778,0.7951516045939179,0.31966951342996797,arts; calligraphy; games; park; walking
Chow Hoi Yan,Ho Lok Yin,Kwong Yuen Estate,Shui Chuen O Estate,4,0.3125,1.8890706420363572,0.31754481041151444,chess; chinese; games; park; walking
Lam Pak Kuen,Chow Sze Wing,Oceanaire,Mountain Shore,4,0.2631578947368421,0.6014662574312206,0.31734837566495727,food_social; park; tea; walk; walking
Ho Sze Man,Lau Yuk Ting,Yu Chui Court,Pok Hong Estate,4,0.2631578947368421,0.6210876840762016,0.3162146772453196,digital_help; light_exercise; park; smartphone; walking
Yip Sze Man,Cheung Ka Ming,Pok Hong Estate,Lucky Plaza,4,0.26666666666666666,0.6823484573005348,0.31582774346325804,cooking; food_social; park; walking
Tang Chun Wah,Ng Ka Ching,Ravana Garden,Ravana Garden,4,0.25,0.45956148922700996,0.3152705931590732,food_social; games; mahjong; tea
Ho Kin Man,Chan Tsz Wai,Yu Chui Court,Ravana Garden,4,0.21739130434782608,0.15459937717766084,0.3146978008956209,food_social; park; tea; walk; walking
Chan Kam Ming,Lau Wing Sze,Jat Min Chuen,Fung Wo Estate,4,0.3125,2.0815605269662356,0.31430163597303196,centre; community; companionship; park; walking
Ng Chi Keung,Ho Man Yi,Kam Lung Court,Bayshore Towers,4,0.26666666666666666,0.744913676447131,0.3126308046207111,games; park; walk; walking
Leung Mei Lin,Lau Siu Tung,Lek Yuen Estate,Ravana Garden,4,0.3,1.6209812790137683,0.312230473640179,companionship; cooking; food_social
Lam Wing Chiu,Ng Kwok Him,Kam Fung Court,Chung On Estate,4,0.21428571428571427,0.165713197213727,0.3108194478844976,chess; chinese; games
Cheung Lai Kwan,Wong Sze Wing,Royal Ascot,Jubilee Garden,4,0.23809523809523808,0.3924361510196138,0.31010581997374087,arts; calligraphy; park; walk; walking
Lee Kwok Wai,Leung Yan Ting,Jubilee Garden,Kam Fung Court,4,0.3333333333333333,4.746922155118963,0.3094342610910532,food_social; karaoke; music; songs; tea
Cheung Kam Ming,Lam Wing Sze,Chung On Estate,Symphony Bay,4,0.29411764705882354,1.5330785050463396,0.30921648290851367,arts; light_exercise; park; walk; walking
Yip Hoi Yan,Yip Kwok Him,Sui Wo Court,Wo Che Estate,4,0.25,0.5523942832533433,0.30912493711690686,cooking; food_social; light_exercise; stretching
Leung Kin Man,Lam Yan Ting,Lek Yuen Estate,Shatin Park,4,0.23529411764705882,0.378459884078187,0.3088170948843455,park; reading; walk; walking
Wong Kwok Wai,Tang Ho Yin,Heng On Estate,Kwong Yuen Estate,4,0.3333333333333333,5.280078244135326,0.3072183860617891,chess; chinese; games; karaoke; music; songs
Yip Pak Kuen,Leung Tsz Ho,Castello,Hong Lam Court,4,0.1875,0.017774618434373075,0.3067553701557646,park; reading; walking
Chow Hoi Yan,Tang Wai Man,Ravana Garden,Saddle Ridge Garden,4,0.3333333333333333,5.412045138799938,0.30672680558017307,arts; calligraphy; games; mahjong
Wong Chun Wah,Cheung Ho Yin,Lee On Estate,Lake Silver,4,0.21739130434782608,0.2352172856399457,0.3062187331280329,food_social; games; mahjong; park; walking
Chow Siu Lan,Cheung Tsz Wai,Sunshine City,Chun Yeung Estate,4,0.3333333333333333,6.002772118895361,0.3047534220429544,arts; karaoke; music; songs
Chow Yuk Lan,Wong Hiu Lam,Bayshore Towers,Villa Athena,4,0.25,0.6363926880686692,0.30416503926208294,food_social; games; mahjong; tea
Ng Pak Kuen,Lam Wai Man,Kam Fung Court,St Martin,4,0.3125,2.9239923344658236,0.3038513743694137,games; light_exercise; park; walk; walking
Lau Ka Yan,Wong Ka Ming,Oceanaire,Sausalito,4,0.25,0.6484961519005139,0.3034920231400409,arts; calligraphy; companionship
Chow Kin Man,Chan Siu Tung,Saddle Ridge Garden,Sun Tin Wai Estate,4,0.3333333333333333,6.597036805070715,0.3030778737178002,digital_help; games; mahjong; smartphone
Chow Lai Kwan,Tang Tsz Wai,Lee On Estate,Lake Silver,4,0.25,0.6709458176064396,0.30226951761061216,cooking; food_social; reading
Leung Wai Ling,Lee Ka Ming,Oceanaire,Oceanaire,4,0.2857142857142857,1.5415235140261108,0.3018768604289783,food_social; games; mahjong; tea
Cheung Mei Lin,Leung Pak Hei,Garden Rivera,City One Shatin,4,0.23809523809523808,0.5317465334176407,0.30030838144803124,arts; centre; community; food_social; tea
Lam Kam Ming,Lau Siu Tung,Ravana Garden,Ravana Garden,4,0.2727272727272727,1.2406085780411071,0.2987642791731871,arts; cooking; food_social
Chan Lai Kwan,Chow Yan Ting,Kam Tai Court,Sausalito,4,0.21428571428571427,0.29163332403766945,0.2982748871922966,arts; calligraphy; chinese
Yip Chun Wah,Tang Wai Man,Kam Fung Court,Yan On Estate,4,0.23809523809523808,0.5760161190102367,0.29755764390756084,arts; games; park; walk; walking
Cheung Tak Ming,Lee Man Yi,Belair Gardens,Pictorial Garden,4,0.3076923076923077,3.2195106098274864,0.29708760784245264,park; reading; walk; walking
Chan Ka Yan,Tang Yuk Ting,Lee On Estate,Lake Silver,4,0.23076923076923078,0.4980791757408967,0.29628206529541146,cooking; food_social; tea
Cheung Siu Lan,Chan Siu Tung,Hong Lam Court,Sun Tin Wai Estate,4,0.3076923076923077,3.430839157447728,0.295392093924974,digital_help; games; mahjong; smartphone
Lee Kam Ming,Lam Wing Sze,Symphony Bay,Symphony Bay,4,0.21052631578947367,0.2911829043138728,0.295119910280805,companionship; light_exercise; park; walking
Lee Sze Man,Lee Ka Ching,Sui Wo Court,Lek Yuen Estate,4,0.2631578947368421,1.1154467618437105,0.2945912183062081,companionship; food_social; park; tea; walking
Wong Tak Ming,Tang Tsz Wai,Double Cove,Lake Silver,4,0.23076923076923078,0.5611325276719052,0.29223793724872127,arts; calligraphy; reading
Lau Wai Ling,Tang Man Yi,The Horizon,Sui Wo Court,4,0.3,3.0412332347357216,0.29211738256300107,cooking; food_social; reading
Cheung Yuk Lan,Cheung Pak Hei,Kam Ying Court,Saddle Ridge Garden,4,0.2,0.2361491056656368,0.2913445848178878,karaoke; music; songs
Yip Yuk Lan,Ng Ka Ching,Kam Ying Court,Monte Vista,4,0.26666666666666666,1.3263288621852085,0.29114594233498264,arts; calligraphy; food_social; tea
Wong Sze Man,Ho Siu Tung,Ravana Garden,Bayshore Towers,4,0.3076923076923077,4.095232904961109,0.2909777438633085,chess; chinese; games; mahjong
Cheung Yat Fung,Tang Lok Yin,Belair Gardens,Ravana Garden,4,0.2222222222222222,0.47727863255505876,0.29042694453690454,games; light_exercise; mahjong; stretching
Leung Kam Ming,Ho Lok Yin,Sunshine City,Yan On Estate,4,0.26666666666666666,1.360359224747936,0.29021631556217264,digital_help; light_exercise; smartphone; stretching
Cheung Mei Lin,Ng Yuk Ting,Yiu On Estate,Lee On Estate,4,0.25,1.0086499165313603,0.28717702498354103,companionship; digital_help; smartphone
Lau Yee Kwan,Cheung Ka Ching,Double Cove,Villa Athena,4,0.25,1.012158186574474,0.2870468229092674,food_social; games; mahjong; tea
Leung Yuk Lan,Lee Pak Hei,Sausalito,Yiu On Estate,4,0.23529411764705882,0.7533798910117461,0.2855490591451041,digital_help; food_social; smartphone; tea
Ng Sze Man,Tang Man Yi,Bayshore Towers,Sui Wo Court,4,0.3,4.0537195158008705,0.28468110903880056,cooking; food_social; reading
Yip Kin Man,Lau Wing Sze,Sui Wo Court,Fung Wo Estate,4,0.2222222222222222,0.5844823860856856,0.2835570286657916,centre; community; park; walking
Chow Chi Keung,Lam Wing Sze,Yiu On Estate,Yiu On Estate,4,0.21428571428571427,0.48120336493823307,0.28341186823928755,companionship; games; mahjong
Yip Pak Kuen,Tang Wai Man,Kam Fung Court,Yan On Estate,4,0.23809523809523808,0.8530245233284259,0.28332969219070303,karaoke; music; park; songs; walking
Leung Ka Yan,Tang Yiu Tung,Shui Chuen O Estate,Pok Hong Estate,4,0.18181818181818182,0.17427267064150245,0.28228409970872426,food_social; park; tea; walking
Lee Yuk Lan,Chan Lok Yin,Chung On Estate,Heng On Estate,4,0.2222222222222222,0.6271749684474499,0.28107319783454626,cooking; food_social; park; walking
Yip Lai Kwan,Chow Tsz Wai,Sunshine City,Villa Athena,4,0.2222222222222222,0.6342447734079093,0.2806744050127699,companionship; light_exercise; park; walking
Ho Ming Yuet,Chow Yan Ting,Sausalito,Sausalito,4,0.23076923076923078,0.8004983730876688,0.2794641130455432,arts; calligraphy; chinese
Lam Kam Ming,Yip Wing Sze,Villa Athena,Lee On Estate,4,0.25,1.2584910760284527,0.2789160251028197,centre; community; digital_help; smartphone
Yip Hoi Yan,Cheung Ka Ming,Shui Chuen O Estate,Lucky Plaza,4,0.17647058823529413,0.16830707423410726,0.27839090279268713,cooking; food_social; games
Ho Mei Lin,Yip Yuk Ting,Jat Min Chuen,Symphony Bay,4,0.3076923076923077,8.129111974605332,0.27796941346645393,cooking; food_social; games; mahjong
Chow Yat Fung,Yip Sze Wing,Royal Ascot,Sui Wo Court,4,0.15789473684210525,0.0502925498237312,0.27702787756251995,food_social; reading; tea
Wong Pak Kuen,Ng Siu Tung,Sunshine City,Monte Vista,4,0.2727272727272727,2.3618466887466734,0.2764365162895617,companionship; light_exercise; stretching
Tang Wing Chiu,Cheung Ka Ming,Providence Bay,The Horizon,4,0.25,1.3608199755436368,0.2760372461915309,digital_help; light_exercise; park; smartphone; walking
Ho Tak Ming,Leung Tsz Ho,Ravana Garden,Hong Lam Court,4,0.1875,0.29414857833551866,0.2752813205809984,park; walk; walking
Ho Ming Yuet,Chan Lok Yin,Monte Vista,Heng On Estate,4,0.21052631578947367,0.5662055352120934,0.2747202389847409,digital_help; park; smartphone; walking
Wong Lai Kwan,Chan Tsz Wai,Kwong Lam Court,Ravana Garden,4,0.2608695652173913,1.8856065513291096,0.27372126914004374,companionship; karaoke; music; park; songs; walking
Lau Ka Yan,Chow Tsz Wai,Bayshore Towers,Villa Athena,4,0.23529411764705882,1.048201327179643,0.2732349881867076,light_exercise; park; walk; walking
Ho Siu Fong,Yip Sze Wing,Kam Ying Court,Lee On Estate,4,0.21052631578947367,0.597163320265355,0.2728638753284857,digital_help; park; smartphone; walking
Lau Chun Wah,Yip Man Yi,Vista Paradiso,Yiu On Estate,4,0.23529411764705882,1.086891677026188,0.2718772333280611,arts; games; light_exercise; mahjong
Yip Yuk Lan,Lau Wing Sze,Garden Rivera,Fung Wo Estate,4,0.23529411764705882,1.0899835877098343,0.27177089852861824,centre; community; park; walking
Yip Chi Keung,Ho Siu Tung,Chung On Estate,Monte Vista,4,0.2222222222222222,0.8115802149720115,0.2716895282204006,centre; community; games; mahjong
Chan Wing Chiu,Lee Wai Man,Hong Lam Court,Royal Ascot,4,0.2857142857142857,4.321341417975527,0.271045523984747,food_social; games; mahjong; tea
Leung Wai Ling,Chan Kwok Him,Fung Shing Court,Jat Min Chuen,4,0.25,1.5645846924088054,0.2709890023105891,games; mahjong; reading
Lau Hoi Yan,Wong Ka Ching,Castello,Heng On Estate,4,0.2727272727272727,2.9824421970300143,0.26948351192940484,centre; community; companionship
Leung Siu Fong,Ho Siu Tung,Bayshore Towers,Monte Vista,4,0.21052631578947367,0.6669431271584888,0.2689324420304286,centre; community; games; mahjong
Ng Chun Wah,Yip Ka Ming,Villa Athena,Double Cove,4,0.18181818181818182,0.3218791995935158,0.2680202713412145,food_social; park; tea; walking
Tang Hoi Yan,Wong Ka Ming,Providence Bay,Sausalito,4,0.26666666666666666,2.922492660733023,0.26490765600021166,arts; calligraphy; digital_help; smartphone
Lau Mei Lin,Ho Tsz Wai,Oceanaire,Kwong Yuen Estate,4,0.2777777777777778,4.273679025157872,0.2645542528503848,centre; community; park; walk; walking
Cheung Yee Kwan,Chow Yan Ting,Sui Wo Court,Belair Gardens,4,0.21428571428571427,0.8423852754871882,0.26355905276477176,arts; digital_help; smartphone
Lau Hoi Yan,Cheung Ho Yin,Chung On Estate,Chung On Estate,4,0.15,0.11557973389221418,0.2619592371507645,park; reading; walking
Yip Ka Yan,Lam Kwok Him,Wo Che Estate,Ravana Garden,4,0.21739130434782608,0.997586672962018,0.2598732177942703,karaoke; music; park; songs; walking
Wong Chun Wah,Chan Pak Hei,Pictorial Garden,Ravana Garden,4,0.16666666666666666,0.26945839129960225,0.2598272940870252,food_social; park; tea; walking
Lee Mei Lin,Lam Wai Man,Sausalito,St Martin,4,0.25,2.1895966845737997,0.25952788936465276,light_exercise; park; walk; walking
Ho Siu Lan,Lau Siu Tung,Saddle Ridge Garden,Ravana Garden,4,0.2727272727272727,4.556803656115262,0.2588121174118796,arts; cooking; food_social
Wong Hoi Yan,Lau Ka Ching,Sha Tin Centre,Mei Chung Court,4,0.23529411764705882,1.5831495076599045,0.25806864819678443,light_exercise; park; stretching; walking
Ho Ming Yuet,Ho Man Yi,Vista Paradiso,Bayshore Towers,4,0.17647058823529413,0.4110595510837697,0.25630309676497487,games; park; walking
Chow Ming Yuet,Lee Ka Ching,Pok Hong Estate,Lek Yuen Estate,4,0.2222222222222222,1.225530800844984,0.2562885402183822,games; mahjong; park; walking
Ho Siu Fong,Cheung Ka Ming,Mountain Shore,The Horizon,4,0.2631578947368421,3.6968293433009918,0.25562064871390766,digital_help; light_exercise; park; smartphone; walking
Ho Hoi Yan,Lam Tsz Wai,Monte Vista,Lee On Estate,4,0.16666666666666666,0.316576156519146,0.2555985491918525,digital_help; park; smartphone; walking
Wong Wing Chiu,Leung Siu Tung,Chun Yeung Estate,Chun Yeung Estate,4,0.2,0.7891280297869748,0.25383972387815085,food_social; park; walking
Ho Wing Chiu,Wong Sze Wing,Jubilee Garden,Jubilee Garden,4,0.13636363636363635,0.08853571551148615,0.2537088873351708,arts; park; walking
Wong Sze Man,Chan Kwok Him,Hong Lam Court,Jat Min Chuen,4,0.25,2.7698232604110045,0.252289663768918,games; mahjong; reading
Chan Sze Man,Chan Yuk Ting,Kwong Yuen Estate,Oceanaire,4,0.26666666666666666,4.879587938252076,0.25217865859115396,centre; community; food_social; tea
Chan Yat Fung,Lee Hiu Lam,Mei Chung Court,Pok Hong Estate,4,0.23076923076923078,1.6955135284774145,0.25180186958807793,chess; chinese; games
Cheung Mei Lin,Leung Pak Hei,Ravana Garden,Kam Fung Court,4,0.25,2.937159487904705,0.2505985328282517,arts; food_social; park; tea; walking
Wong Sze Man,Ng Tsz Wai,Yan On Estate,Lee On Estate,4,0.23529411764705882,1.9756614710445106,0.2504089599773415,arts; calligraphy; centre; community
Chow Kwok Wai,Yip Lok Yin,Lee On Estate,Monte Vista,4,0.2,0.8673400899995697,0.2503281634680882,games; mahjong; reading
Cheung Ming Yuet,Lam Man Yi,Wo Che Estate,Lucky Plaza,4,0.23076923076923078,1.8358311176516766,0.24904839232985873,digital_help; reading; smartphone
Ng Mei Lin,Chan Chi Ho,Yiu On Estate,St Martin,4,0.23529411764705882,2.0593112571428867,0.24903064362927427,food_social; park; tea; walking
Yip Mei Lin,Lee Ka Ching,Chevalier Garden,Hong Lam Court,4,0.23809523809523808,2.2762477621686115,0.24816503554220634,digital_help; light_exercise; park; smartphone; walking
Chan Yee Kwan,Lam Lok Yin,Vista Paradiso,Symphony Bay,4,0.2222222222222222,1.615401232304224,0.24624146567415206,companionship; reading
Wong Yuk Lan,Lam Siu Tung,Sha Tin Centre,Chun Shek Estate,4,0.15384615384615385,0.3019587317255833,0.2459802557770617,arts; calligraphy
Ho Yat Fung,Chan Chi Ho,Kam Fung Court,St Martin,4,0.2222222222222222,1.6599740609033105,0.24528041623673863,food_social; park; tea; walking
Lam Ka Yan,Leung Pak Hei,Belair Gardens,Royal Ascot,4,0.25,3.5842169651698286,0.24522096437399818,digital_help; karaoke; music; smartphone; songs
Ng Pak Kuen,Ho Tsz Wai,Fung Shing Court,Kwong Yuen Estate,4,0.23529411764705882,2.365487978540674,0.244570059663396,centre; community; park; walking
Yip Ming Yuet,Chow Pak Hei,Wo Che Estate,Jat Min Chuen,4,0.2222222222222222,1.8198301808219268,0.24208358161193713,food_social; games; mahjong; tea
Cheung Chi Keung,Cheung Wai Man,Royal Ascot,Jubilee Garden,4,0.1875,0.906663874731571,0.23804644387005164,centre; community; games
Yip Yat Fung,Chan Yuk Ting,Symphony Bay,Symphony Bay,4,0.1875,0.916750193459069,0.23763245916806303,park; walk; walking
Wong Kam Ming,Lee Pak Hei,Lee On Estate,Yiu On Estate,4,0.2,1.268265431374604,0.23612982675008087,food_social; reading; tea
Leung Chun Wah,Leung Tsz Wai,St Martin,Chung On Estate,4,0.23076923076923078,2.90422056561134,0.2345738066758543,digital_help; reading; smartphone
Lam Sze Man,Lam Ho Yin,Vista Paradiso,Heng On Estate,4,0.18181818181818182,0.9448551408595902,0.23167202137742063,arts; calligraphy; chinese; reading
Lam Kam Ming,Wong Ka Ching,Jat Min Chuen,Kwong Yuen Estate,4,0.2222222222222222,2.5453368075324425,0.2311979862026643,arts; light_exercise; reading; stretching
Yip Yuk Lan,Ng Kwok Him,Mei Chung Court,Chung On Estate,4,0.25,7.447852633948008,0.2302559915518909,chess; chinese; games
Chow Kam Ming,Cheung Ka Ching,Lee On Estate,Villa Athena,4,0.11764705882352941,0.16177041620165064,0.22911328943150178,food_social; tea
Leung Pak Kuen,Lam Yan Ting,Kam Ying Court,Kam Ying Court,4,0.10526315789473684,0.08896417494192371,0.22721926248724028,cooking; food_social
Tang Siu Fong,Tang Yiu Tung,Sha Kok Estate,Pok Hong Estate,4,0.16,0.6671208241415447,0.22597548217732805,food_social; park; tea; walking
Chan Kin Man,Ng Kwok Him,Heng On Estate,Chung On Estate,4,0.16666666666666666,0.7968404933698656,0.22514653065764567,games; mahjong
Wong Ming Yuet,Ng Ka Ching,Symphony Bay,Monte Vista,4,0.16666666666666666,0.9274876997193879,0.21948817495532535,arts; food_social; tea
Lee Chi Keung,Lau Ka Ching,Sha Kok Estate,Mei Chung Court,4,0.21052631578947367,2.8053549977524614,0.21836550420302137,arts; light_exercise; park; walking
Cheung Siu Fong,Cheung Man Yi,Monte Vista,Kam Lung Court,4,0.14285714285714285,0.5552356222959473,0.2178769795344503,cooking; food_social
Chow Kwok Wai,Ng Wai Man,Shui Chuen O Estate,Yu Chui Court,4,0.125,0.35384932394656415,0.21704519511280596,food_social; tea
Yip Chi Keung,Lam Ho Yin,Mountain Shore,Heng On Estate,4,0.14285714285714285,0.6397079219437769,0.21290827826695996,light_exercise; reading; stretching
Chan Yee Kwan,Lee Pak Hei,Jat Min Chuen,Chun Shek Estate,4,0.10526315789473684,0.23076201376159117,0.21134939886762188,centre; community
Tang Yat Fung,Yip Man Yi,The Horizon,Yiu On Estate,4,0.2,2.901180166725095,0.20844990325733143,arts; light_exercise; stretching
Chow Pak Kuen,Tang Tsz Wai,Symphony Bay,Lake Silver,4,0.14285714285714285,0.7720138410422649,0.20607802310089743,arts; calligraphy
Ng Tak Ming,Chan Yan Ting,The Horizon,Lucky Plaza,4,0.21428571428571427,6.195780005700785,0.20298840826881762,food_social; reading; tea
Leung Chun Wah,Chow Tsz Wai,Vista Paradiso,Villa Athena,4,0.16666666666666666,1.490645887726806,0.20189200851038572,light_exercise; park; walking
Tang Ka Yan,Ng Tsz Wai,Bayshore Towers,Lee On Estate,4,0.11764705882352941,0.47910628594277244,0.20141259044436485,centre; community
Lee Hoi Yan,Leung Pak Hei,Jubilee Garden,City One Shatin,4,0.13636363636363635,0.7923573223618566,0.19959776064506707,arts; centre; community
Chan Ming Yuet,Chow Hiu Lam,Mountain Shore,Chung On Estate,4,0.16666666666666666,1.7664675971824133,0.1958874354740699,park; reading; walking
Ng Siu Lan,Leung Pak Hei,Kam Tai Court,Kam Fung Court,4,0.14285714285714285,1.107791668284234,0.19259309981011763,arts; park; walking
Lam Sze Man,Lee Man Yi,Kwong Lam Court,Pictorial Garden,4,0.17647058823529413,3.116345600042932,0.1864400889950629,park; reading; walking
Ng Lai Kwan,Cheung Tsz Ho,St Martin,The Horizon,4,0.07142857142857142,0.29863545994670904,0.17622014138078307,food_social
Ng Wing Chiu,Lam Tsz Wai,Sunshine City,Bayshore Towers,4,0.058823529411764705,0.315237666676577,0.1640478286171876,reading
Leung Lai Kwan,Chow Sze Wing,Mountain Shore,Vista Paradiso,4,0.045454545454545456,0.33831644817678086,0.1507174788347522,arts
Lam Sze Man,Lam Tsz Wai,Chung On Estate,Bayshore Towers,4,0.05555555555555555,0.45953643586215,0.149994579468237,reading
Chow Hoi Yan,Wong Man Yi,Symphony Bay,Symphony Bay,4,0.0,0.04103055682711171,0.14408798955640179,
Chan Ka Yan,Wong Ka Ming,Sausalito,Sausalito,4,0.06666666666666667,0.7571357679049135,0.14203286473731977,arts
Chan Pak Kuen,Leung Siu Tung,Castello,Kwong Yuen Estate,4,0.07692307692307693,1.1091131301452004,0.13650455573114073,reading
Tang Pak Kuen,Ng Wing Sze,Century Gateway,Tin King Estate,5,0.75,2.118113749001821,0.6856060064110934,arts; calligraphy; chess; chinese; companionship; games
Lam Lai Kwan,Lau Wing Sze,Siu Shan Court,Lung Mun Oasis,5,0.6,0.7891183800299234,0.5938401760745934,chess; chinese; games; karaoke; music; park; songs; walk; walking
Wong Lai Kwan,Chan Kwok Him,Hanford Garden,Siu On Court,5,0.5833333333333334,0.6224245701496149,0.5882875544785219,chess; chinese; companionship; games; light_exercise; mahjong; stretching
Leung Kwok Wai,Chow Hiu Lam,Lung Mun Oasis,Po Tin Estate,5,0.6153846153846154,1.7166324192484148,0.578292343071616,centre; community; karaoke; music; park; songs; walk; walking
Wong Kwok Wai,Chan Ka Ching,Siu Shan Court,Pierhead Garden,5,0.5555555555555556,0.8197980644046253,0.5546489501839726,cooking; food_social; karaoke; music; songs
Ng Sze Man,Ng Yuk Ting,Prime View Garden,Kingston Terrace,5,0.5333333333333333,0.5245698294511645,0.5517217423798373,arts; calligraphy; chinese; games; mahjong; park; walk; walking
Lau Sze Man,Lau Wing Sze,Siu Hin Court,Lung Mun Oasis,5,0.6,2.984169598958233,0.5476489996909825,chess; chinese; games; karaoke; music; park; songs; walk; walking
Lee Siu Fong,Chan Ka Ching,Nerine Cove,Pierhead Garden,5,0.5555555555555556,1.1034652323097005,0.5435331227762062,cooking; food_social; karaoke; music; songs
Wong Yuk Lan,Chan Ka Ching,Glorious Garden,Pierhead Garden,5,0.5,0.31208520863301825,0.5393218435914507,cooking; food_social; karaoke; music; songs
Tang Yee Kwan,Chan Tsz Wai,Aegean Coast,Aegean Coast,5,0.5,0.3132164678179097,0.5392233620091939,karaoke; music; park; songs; walk; walking
Wong Sze Man,Tang Tsz Wai,Siu Hin Court,Siu On Court,5,0.5384615384615384,0.9753015793477869,0.5336300792044064,chess; chinese; companionship; games; park; walk; walking
Yip Chun Wah,Chow Ho Yin,The Visionary,The Visionary,5,0.5384615384615384,1.020906427436907,0.5319164271089811,chess; chinese; games; mahjong; park; walk; walking
Cheung Tak Ming,Chow Ho Yin,Coastal Skyline,The Visionary,5,0.5384615384615384,1.198568051257974,0.5259185333550399,chess; chinese; games; mahjong; park; walk; walking
Leung Siu Lan,Tang Ka Ching,The Visionary,Goodview Garden,5,0.6,9.278913275864152,0.5245929823488455,chess; chinese; games; karaoke; music; songs
Wong Chun Wah,Ho Ka Ching,Nerine Cove,Glorious Garden,5,0.5,0.6306131499207607,0.5169899364280788,chess; chinese; companionship; games
Ng Hoi Yan,Wong Tsz Wai,Siu On Court,Shan King Estate,5,0.5454545454545454,2.367744160176939,0.5081765640986573,chess; chinese; digital_help; games; reading; smartphone
Yip Lai Kwan,Yip Hiu Lam,Lung Mun Oasis,Kingston Terrace,5,0.5384615384615384,2.2815930519639958,0.5034018145155948,chess; chinese; games; karaoke; mahjong; music; songs
Yip Ka Yan,Ng Yuk Ting,Tin King Estate,Kingston Terrace,5,0.5333333333333333,2.030516272373432,0.5028298502692161,arts; calligraphy; chinese; games; mahjong; park; walk; walking
Chow Hoi Yan,Chan Tsz Wai,Siu Shan Court,Aegean Coast,5,0.5454545454545454,3.0287846327478336,0.5008684357557641,karaoke; music; park; songs; walk; walking
Ng Hoi Yan,Chan Tsz Wai,Butterfly Estate,Aegean Coast,5,0.5454545454545454,3.0407637779855885,0.5007580585043517,karaoke; music; park; songs; walk; walking
Leung Lai Kwan,Tang Tsz Wai,Century Gateway,Siu On Court,5,0.46153846153846156,0.3871560836553901,0.5004426035605952,chess; chinese; games; park; walk; walking
Ho Mei Lin,Ng Yuk Ting,Tai Hing Gardens,Kingston Terrace,5,0.5333333333333333,2.2015176271476284,0.5001861130050922,arts; calligraphy; chinese; games; mahjong; park; walk; walking
Lee Hoi Yan,Ho Tsz Wai,San Wai Court,Century Gateway,5,0.4666666666666667,0.5425497099085012,0.4939082654537148,centre; chess; chinese; community; food_social; games; tea
Wong Yat Fung,Chan Ka Ching,Aegean Coast,Parkland Villas,5,0.5454545454545454,4.3233376440063696,0.4918141742565273,cooking; food_social; games; light_exercise; mahjong; stretching
Wong Tak Ming,Tang Tsz Wai,Tai Hing Gardens,Siu On Court,5,0.46153846153846156,0.8823544959947278,0.4719951264860949,chess; chinese; games; park; walk; walking
Chow Siu Fong,Wong Tsz Ho,Siu On Court,Melody Garden,5,0.5,2.303265117462859,0.4704096158394972,arts; calligraphy; centre; chess; chinese; community; food_social; games; tea
Lam Wing Chiu,Yip Tsz Wai,Goodview Garden,Nerine Cove,5,0.45454545454545453,0.7911977984025977,0.4701064815892005,chess; chinese; games; light_exercise; stretching
Ho Wing Chiu,Ho Tsz Wai,Nerine Cove,Goodview Garden,5,0.45454545454545453,0.9735305030726247,0.46236955558629966,games; karaoke; mahjong; music; songs
Chan Kin Man,Lee Siu Tung,Lung Mun Oasis,On Ting Estate,5,0.4166666666666667,0.45790320110684074,0.4570541559637064,arts; calligraphy; karaoke; music; songs
Wong Yee Kwan,Lee Man Yi,Sun Tuen Mun Centre,Siu Shan Court,5,0.4166666666666667,0.47128906419981254,0.45611808032825074,chess; chinese; digital_help; games; smartphone
Leung Lai Kwan,Chow Chi Ho,Leung King Estate,Siu On Court,5,0.45454545454545453,1.176715078482258,0.45527481425862726,chess; chinese; digital_help; games; smartphone
Ng Kwok Wai,Lau Ho Yin,Fu Tung Estate,Seaview Crescent,5,0.38461538461538464,0.1696133189733843,0.45517059049590536,karaoke; music; park; songs; walking
Lam Wing Chiu,Lau Tsz Ho,Siu On Court,On Ting Estate,5,0.3888888888888889,0.20999563041410635,0.4545229453788265,arts; calligraphy; digital_help; park; smartphone; walk; walking
Lau Ka Yan,Chan Man Yi,Leung King Estate,Tin King Estate,5,0.4375,0.826485469784838,0.45399993473472317,chess; chinese; food_social; games; park; walk; walking
Leung Chi Keung,Lam Sze Wing,Butterfly Estate,Goodview Garden,5,0.45454545454545453,1.254561577694138,0.45289541863299143,chess; chinese; cooking; food_social; games
Ho Kin Man,Ng Wing Sze,Sam Shing Estate,Tai Hing Estate,5,0.46153846153846156,1.4835910911390429,0.4527041080200735,arts; calligraphy; companionship; park; walk; walking
Ng Hoi Yan,Lam Sze Wing,Tsui Ning Garden,Goodview Garden,5,0.45454545454545453,1.33377210449166,0.45063726432898255,chess; chinese; cooking; food_social; games
Lee Kwok Wai,Ng Wing Sze,Aegean Coast,Tin King Estate,5,0.5,5.080448649317336,0.44966923226410943,arts; calligraphy; chess; chinese; games
Wong Kin Man,Ho Tsz Wai,Kingston Terrace,Century Gateway,5,0.4666666666666667,2.0782052665552144,0.44539636043652475,centre; chess; chinese; community; food_social; games; tea
