name,district,interests,age,longitude,latitude
Tang Chi Ho,Provident Centre,Home visit companionship; Cooking together; Community centre activities,27,114.192335,22.289189
Ho Tsz Ho,The Pacifica,Old songs karaoke; Grocery escort; Calligraphy practice,25,114.157005,22.334509
Ho Ka Ching,Vianni Cove,Cooking together; Reading aloud; Chinese chess; Clinic escort,30,114.002887,22.469116
Chow Chi Ho,Tai Hang Sai Estate,Home visit companionship; Board games; Community centre activities,28,114.162316,22.325886
Tang Tsz Wai,Central Park,Phone and smartphone help; Park walk and chat; Reading aloud; Tea time conversation; Board games,26,114.169053,22.309114
Ho Siu Tung,Monte Vista,Reading aloud; Mahjong companion; Chinese chess; Community centre activities; Simple stretching session,26,114.240695,22.425377
Lee Ho Yin,Serenity Place,Chinese chess; Photo sharing and memory talk; Tea time conversation,25,114.251748,22.317303
Lau Wing Sze,Fung Wo Estate,Clinic escort; Park walk and chat; Community centre activities,32,114.193457,22.393374
Lam Wing Sze,Yiu On Estate,Mahjong companion; Board games; Home visit companionship,23,114.236625,22.417488
Lam Tsz Wai,Lai Yiu Estate,Park walk and chat; Grocery escort; Community centre activities; Home visit companionship,19,114.136522,22.345339
Ng Ka Ming,Wah Kwai Estate,Photo sharing and memory talk; Park walk and chat; Simple stretching session,27,114.140253,22.258136
Lee Ka Ming,Lok Hin Terrace,Phone and smartphone help; Board games; Calligraphy practice,27,114.235959,22.26418
Lee Chi Ho,Metro Harbour View,Cooking together; Mahjong companion; Home visit companionship; Phone and smartphone help,27,114.166469,22.324315
Ho Hiu Lam,Choi Tak Estate,Home visit companionship; Board games; Clinic escort,26,114.209424,22.329016
Tang Yuk Ting,Cho Yiu Chuen,Clinic escort; Phone and smartphone help; Calligraphy practice,22,114.135051,22.343671
Lau Yiu Tung,Tin Wan Estate,Cooking together; Park walk and chat; Photo sharing and memory talk,27,114.152941,22.249974
Lau Lok Yin,Yue On Court,Photo sharing and memory talk; Mahjong companion; Simple stretching session,28,114.150674,22.241481
Chan Sze Wing,Wang Fuk Court,Reading aloud; Board games; Old songs karaoke,26,114.177094,22.44292
Yip Ka Ming,Hong Pak Court,Home visit companionship; Tea time conversation; Park walk and chat; Phone and smartphone help,23,114.241612,22.301464
Leung Sze Wing,King Tin Court,Phone and smartphone help; Board games; Chinese chess,23,114.184139,22.363591
Leung Yan Ting,Wang Fuk Court,Simple stretching session; Cooking together; Photo sharing and memory talk,21,114.172289,22.453237
Lam Hiu Lam,Well On Garden,Tea time conversation; Home visit companionship; Calligraphy practice; Old songs karaoke; Photo sharing and memory talk,30,114.261383,22.320189
Lau Ho Yin,Kwong Fuk Estate,Cooking together; Park walk and chat; Clinic escort,27,114.178842,22.443623
Yip Tsz Ho,Fairview Park,Home visit companionship; Park walk and chat; Calligraphy practice,24,114.053583,22.479921
Chow Lok Yin,Belvedere Garden,Mahjong companion; Home visit companionship; Park walk and chat,22,114.10994,22.375585
Chan Pak Hei,Yue On Court,Cooking together; Photo sharing and memory talk; Board games,26,114.156236,22.235588
Cheung Yan Ting,Wah Fu (1) Estate,Phone and smartphone help; Tea time conversation; Home visit companionship,27,114.142146,22.24626
Wong Yuk Ting,Affluence Garden,Park walk and chat; Cooking together; Clinic escort,21,113.978876,22.395471
Ng Ka Ming,Pokfulam Gardens,Tea time conversation; Community centre activities; Home visit companionship,28,114.143505,22.256648
Cheung Siu Tung,Chuk Yuen South Estate,Old songs karaoke; Tea time conversation; Home visit companionship; Photo sharing and memory talk,21,114.194876,22.346085
Ng Chi Ho,Central Park Towers,Board games; Old songs karaoke; Park walk and chat; Phone and smartphone help,22,114.006714,22.463839
Lam Hiu Lam,Charming Garden,Park walk and chat; Home visit companionship; Clinic escort; Mahjong companion,30,114.161709,22.310222
Yip Siu Tung,Tin Tsz Estate,Phone and smartphone help; Board games; Chinese chess; Reading aloud; Park walk and chat,27,114.013532,22.459597
Chan Kwok Him,Tseung Kwan O Plaza,Reading aloud; Home visit companionship; Simple stretching session,21,114.266403,22.314846
Lau Lok Yin,Sky Tower,Chinese chess; Board games; Home visit companionship,30,114.188032,22.316177
Cheung Yan Ting,Hiu Lai Court,Simple stretching session; Cooking together; Old songs karaoke,25,114.234747,22.322927
Ho Lok Yin,Fortune Estate,Home visit companionship; Reading aloud; Park walk and chat,32,114.15484,22.331243
Chow Yuk Ting,Lei Yue Mun Estate,Community centre activities; Calligraphy practice; Phone and smartphone help,20,114.240751,22.295582
Ho Hiu Lam,Yuccie Square,Park walk and chat; Cooking together; Phone and smartphone help,28,114.027753,22.449516
Lau Tsz Wai,Chelsea Court,Photo sharing and memory talk; Calligraphy practice; Old songs karaoke,28,114.142801,22.259855
Yip Ka Ming,Lower Wong Tai Sin (2) Estate,Mahjong companion; Board games; Home visit companionship; Tea time conversation,21,114.193279,22.332509
Lee Yuk Ting,Chung On Estate,Tea time conversation; Board games; Photo sharing and memory talk,20,114.233405,22.430296
Lee Siu Tung,King Lam Estate,Tea time conversation; Clinic escort; Chinese chess,20,114.261595,22.320371
Lam Siu Tung,Tsuen King Garden,Park walk and chat; Simple stretching session; Phone and smartphone help,28,114.108269,22.380649
Tang Wing Sze,Kwai Fong Estate,Board games; Cooking together; Home visit companionship,32,114.124995,22.354378
Lee Siu Tung,Ka Shing Court,Chinese chess; Home visit companionship; Phone and smartphone help; Clinic escort,25,114.137912,22.492618
Chan Yiu Tung,Shek Pai Wan Estate,Clinic escort; Photo sharing and memory talk; Phone and smartphone help,28,114.161361,22.248025
Chow Ka Ming,Baguio Villa,Chinese chess; Board games; Tea time conversation; Calligraphy practice,32,114.126653,22.261328
Lam Ho Yin,Hiu Lai Court,Park walk and chat; Grocery escort; Board games; Phone and smartphone help,28,114.229499,22.327161
Ho Ka Ching,Wah Fu (2) Estate,Reading aloud; Phone and smartphone help; Photo sharing and memory talk; Mahjong companion; Park walk and chat,27,114.141563,22.253318
Ng Pak Hei,Monte Vista,Grocery escort; Chinese chess; Board games,19,114.245215,22.419811
Ng Siu Tung,Fanling Centre,Simple stretching session; Community centre activities; Cooking together,23,114.14047,22.483185
Lee Ho Yin,Tsui Ping North Estate,Photo sharing and memory talk; Mahjong companion; Cooking together; Board games; Phone and smartphone help,26,114.22322,22.310844
Lau Siu Tung,On Yam Estate,Park walk and chat; Board games; Community centre activities,21,114.136657,22.37745
Ho Ka Ming,Yan Shing Court,Photo sharing and memory talk; Grocery escort; Clinic escort; Simple stretching session,34,114.14763,22.482271
Tang Lok Yin,Telford Gardens,Phone and smartphone help; Cooking together; Community centre activities,30,114.214567,22.329764
Wong Ho Yin,Kingston Terrace,Community centre activities; Clinic escort; Phone and smartphone help; Mahjong companion,29,113.972955,22.398528
Lam Siu Tung,The Merton,Photo sharing and memory talk; Mahjong companion; Grocery escort; Home visit companionship; Park walk and chat,21,114.128064,22.281354
Cheung Wing Sze,Belvedere Garden,Grocery escort; Tea time conversation; Community centre activities,22,114.09846,22.368691
Yip Ka Ching,Garden Rivera,Mahjong companion; Chinese chess; Calligraphy practice; Cooking together,27,114.201078,22.385066
Wong Lok Yin,Kwai Shing East Estate,Home visit companionship; Photo sharing and memory talk; Board games; Chinese chess; Grocery escort,21,114.124924,22.368838
Lam Pak Hei,Pak Tin Estate,Home visit companionship; Phone and smartphone help; Board games; Grocery escort; Chinese chess,28,114.162086,22.34417
Cheung Ka Ching,Tai Wo Hau Estate,Chinese chess; Reading aloud; Tea time conversation,23,114.12337,22.368998
Lau Tsz Ho,Yat Tung (2) Estate,Community centre activities; Clinic escort; Old songs karaoke; Phone and smartphone help,22,113.937147,22.275059
Chan Tsz Wai,Park Signature,Tea time conversation; Old songs karaoke; Board games; Calligraphy practice,21,114.022467,22.441919
Lau Chi Ho,Tsz Man Estate,Chinese chess; Board games; Tea time conversation; Park walk and chat,26,114.204133,22.349671
Cheung Sze Wing,Mountain Shore,Old songs karaoke; Tea time conversation; Board games; Home visit companionship,24,114.225873,22.403848
Lau Tsz Ho,Sun Tin Wai Estate,Simple stretching session; Chinese chess; Clinic escort,24,114.182878,22.367299
Tang Yuk Ting,Hiu Lai Court,Phone and smartphone help; Community centre activities; Park walk and chat,30,114.226168,22.319692
Wong Ho Yin,Kwong Ming Court,Simple stretching session; Photo sharing and memory talk; Home visit companionship,22,114.261118,22.312612
Lee Yan Ting,Kingsford Terrace,Simple stretching session; Chinese chess; Park walk and chat,24,114.216408,22.343605
Lau Sze Wing,I-Feng Mansion,Reading aloud; Tea time conversation; Old songs karaoke,22,114.140107,22.278378
Lee Tsz Wai,Lai Yan Court,Board games; Park walk and chat; Reading aloud,27,114.143752,22.338233
Lam Man Yi,Tin Chung Court,Home visit companionship; Simple stretching session; Cooking together,23,113.994251,22.456406
Cheung Yuk Ting,Laguna City,Clinic escort; Tea time conversation; Community centre activities; Photo sharing and memory talk,28,114.226568,22.305016
Ng Ho Yin,Siu Hin Court,Grocery escort; Reading aloud; Phone and smartphone help,22,113.972918,22.403896
Tang Wing Sze,St Martin,Home visit companionship; Mahjong companion; Photo sharing and memory talk,21,114.197539,22.428124
Lau Man Yi,Yat Nga Court,Phone and smartphone help; Mahjong companion; Old songs karaoke; Board games,31,114.17238,22.450832
Lau Yuk Ting,Kwai Chung Estate,Simple stretching session; Clinic escort; Board games,21,114.136634,22.361077
Ng Yiu Tung,Tin Yan Estate,Photo sharing and memory talk; Board games; Reading aloud; Cooking together; Home visit companionship,22,113.99974,22.462804
Leung Wai Man,Shek Yam East Estate,Board games; Chinese chess; Old songs karaoke,25,114.132782,22.366079
Ho Tsz Wai,Yung Ming Court,Phone and smartphone help; Chinese chess; Home visit companionship; Board games,30,114.266967,22.298102
Ho Kwok Him,Nan Fung Sun Chuen,Park walk and chat; Old songs karaoke; Tea time conversation,25,114.209257,22.278017
Ng Tsz Ho,Tai Hing Estate,Old songs karaoke; Photo sharing and memory talk; Home visit companionship,24,113.978108,22.398783
Yip Hiu Lam,Hong Nga Court,Park walk and chat; Tea time conversation; Cooking together,29,114.244285,22.309728
Chow Ka Ming,Mont Vert,Community centre activities; Reading aloud; Cooking together; Phone and smartphone help,29,114.173869,22.461188
Lam Lok Yin,Cheung Ching Estate,Phone and smartphone help; Board games; Old songs karaoke,28,114.114656,22.346598
Chow Wing Sze,Hong Pak Court,Chinese chess; Cooking together; Mahjong companion; Reading aloud,27,114.245137,22.30698
Lee Man Yi,Kornhill,Park walk and chat; Board games; Phone and smartphone help; Calligraphy practice,22,114.211248,22.278116
Tang Wai Man,South Wave Court,Grocery escort; Phone and smartphone help; Old songs karaoke,29,114.172393,22.2469
Lee Pak Hei,Chun Shek Estate,Home visit companionship; Clinic escort; Photo sharing and memory talk; Community centre activities,25,114.191296,22.378923
Lee Kwok Him,Tin Ching Estate,Calligraphy practice; Old songs karaoke; Grocery escort,26,114.000772,22.463303
Lee Yiu Tung,Yuccie Square,Old songs karaoke; Mahjong companion; Phone and smartphone help,30,114.02833,22.440433
Leung Pak Hei,On Ning Garden,Clinic escort; Reading aloud; Photo sharing and memory talk,25,114.269079,22.321526
Ng Wing Sze,Tin King Estate,Calligraphy practice; Home visit companionship; Chinese chess,21,113.964158,22.40729
Ho Yan Ting,Elegance Garden,Clinic escort; Old songs karaoke; Park walk and chat,19,114.16695,22.45185
Lau Chi Ho,King Tin Court,Community centre activities; Phone and smartphone help; Home visit companionship,24,114.174541,22.360629
Cheung Yuk Ting,Sheung Tak Estate,Reading aloud; Home visit companionship; Mahjong companion; Park walk and chat,31,114.262023,22.313315
Lau Kwok Him,Tai Wo Estate,Old songs karaoke; Community centre activities; Calligraphy practice,27,114.154361,22.452451
Lam Chi Ho,Cheung Wang Estate,Park walk and chat; Simple stretching session; Phone and smartphone help,20,114.102523,22.352011
Leung Chi Ho,Ching Tai Court,Old songs karaoke; Simple stretching session; Home visit companionship,24,114.095847,22.360666
Chow Wing Sze,Hong Pak Court,Old songs karaoke; Community centre activities; Reading aloud,31,114.232405,22.294827
Yip Tsz Wai,One Kai Tak,Simple stretching session; Board games; Grocery escort; Old songs karaoke,31,114.192602,22.325569
Wong Yiu Tung,Wonderland Villas,Calligraphy practice; Park walk and chat; Reading aloud,25,114.143157,22.353514
Leung Chi Ho,Tsz Oi Court,Grocery escort; Phone and smartphone help; Tea time conversation; Mahjong companion,22,114.202019,22.35758
Chan Pak Hei,Tin Fu Court,Old songs karaoke; Simple stretching session; Board games,25,113.996793,22.457476
Wong Tsz Wai,King Lam Estate,Photo sharing and memory talk; Mahjong companion; Grocery escort,25,114.266396,22.325836
Tang Kwok Him,City Garden,Cooking together; Simple stretching session; Community centre activities,22,114.188801,22.284657
Yip Yuk Ting,Sam Shing Estate,Mahjong companion; Cooking together; Grocery escort; Tea time conversation,34,113.98352,22.387386
Chow Man Yi,Wang Fuk Court,Simple stretching session; Calligraphy practice; Community centre activities,28,114.168757,22.452567
Lam Kwok Him,Tsuen Wan Centre,Tea time conversation; Mahjong companion; Grocery escort; Board games,21,114.113725,22.384502
Lee Kwok Him,Tin Oi Court,Home visit companionship; Phone and smartphone help; Park walk and chat,22,113.991582,22.456861
Lee Kwok Him,Tsuen Tak Gardens,Park walk and chat; Reading aloud; Clinic escort,22,114.109278,22.383257
Yip Wing Sze,Cheung Fat Estate,Cooking together; Chinese chess; Board games; Clinic escort,24,114.101921,22.362239
Chan Ka Ching,Sui Wo Court,Chinese chess; Mahjong companion; Park walk and chat,28,114.191709,22.387868
Tang Ho Yin,Affluence Garden,Park walk and chat; Board games; Cooking together,28,113.980243,22.406563
Ho Lok Yin,Carado Garden,Chinese chess; Park walk and chat; Cooking together; Phone and smartphone help,22,114.183654,22.370519
Cheung Ho Yin,Kingswood Villas,Cooking together; Community centre activities; Clinic escort,23,113.995054,22.4546
Tang Ka Ching,Ocean Pride,Board games; Grocery escort; Park walk and chat,22,114.116036,22.368343
Ho Ho Yin,Choi Fook Estate,Cooking together; Phone and smartphone help; Home visit companionship,25,114.215109,22.333233
Ng Ka Ming,Tsui Ping South Estate,Home visit companionship; Clinic escort; Chinese chess,29,114.233388,22.310161
Ng Ho Yin,Ching Tai Court,Grocery escort; Clinic escort; Home visit companionship; Community centre activities; Park walk and chat,23,114.106149,22.365525
Yip Wing Sze,Kam Fung Court,Reading aloud; Chinese chess; Tea time conversation,23,114.219622,22.415381
Chan Sze Wing,Chak On Estate,Simple stretching session; Phone and smartphone help; Home visit companionship,25,114.157869,22.346564
Cheung Yiu Tung,Yat Tung (1) Estate,Clinic escort; Park walk and chat; Simple stretching session; Grocery escort,22,113.943043,22.28631
Chan Ka Ming,Tai Wo Estate,Reading aloud; Park walk and chat; Phone and smartphone help,23,114.167012,22.451839
Cheung Tsz Ho,San Wai Court,Old songs karaoke; Simple stretching session; Park walk and chat,22,113.962795,22.404266
Chow Ka Ching,Baguio Villa,Home visit companionship; Board games; Park walk and chat,34,114.127123,22.257925
Chan Yuk Ting,Metro City,Cooking together; Board games; Community centre activities,26,114.259187,22.321983
Lau Chi Ho,Tin Heng Estate,Reading aloud; Board games; Calligraphy practice; Photo sharing and memory talk,22,114.002772,22.474295
Chow Yiu Tung,Tsing Yi Estate,Tea time conversation; Simple stretching session; Photo sharing and memory talk,22,114.109133,22.359658
Cheung Chi Ho,Jat Min Chuen,Park walk and chat; Chinese chess; Clinic escort; Photo sharing and memory talk,33,114.199663,22.379221
Lam Tsz Wai,Rambler Crest,Home visit companionship; Clinic escort; Phone and smartphone help; Community centre activities,27,114.108771,22.349094
Ng Ka Ching,Monte Vista,Old songs karaoke; Calligraphy practice; Tea time conversation,26,114.251202,22.422534
Ho Ka Ching,The Visionary,Old songs karaoke; Phone and smartphone help; Clinic escort,27,113.945121,22.291538
Chan Ka Ming,Choi Ying Estate,Mahjong companion; Cooking together; Photo sharing and memory talk,28,114.219542,22.325284
Leung Yan Ting,Ka Lung Court,Reading aloud; Calligraphy practice; Home visit companionship; Chinese chess; Cooking together,27,114.143321,22.24193
Lau Ka Ching,Lek Yuen Estate,Board games; Phone and smartphone help; Cooking together,28,114.19257,22.379707
Ng Yiu Tung,Choi Tak Estate,Tea time conversation; Photo sharing and memory talk; Reading aloud; Board games,25,114.210193,22.327519
Ho Ka Ching,Tung Tao Court,Tea time conversation; Mahjong companion; Park walk and chat; Reading aloud; Board games,30,114.219517,22.276595
Lau Wing Sze,Telford Gardens,Chinese chess; Phone and smartphone help; Board games; Photo sharing and memory talk; Grocery escort,25,114.219374,22.324181
Wong Sze Wing,City Garden,Clinic escort; Park walk and chat; Simple stretching session,26,114.19525,22.296464
Yip Man Yi,Mayfair Gardens,Old songs karaoke; Photo sharing and memory talk; Grocery escort,24,114.104991,22.339913
Yip Ka Ching,Wah Ming Estate,Simple stretching session; Grocery escort; Phone and smartphone help; Reading aloud,26,114.140342,22.4833
Cheung Yan Ting,New Kwai Fong Gardens,Phone and smartphone help; Home visit companionship; Calligraphy practice,29,114.122581,22.350411
Lau Kwok Him,Un Chau Estate,Calligraphy practice; Simple stretching session; Photo sharing and memory talk,25,114.151703,22.336884
Tang Sze Wing,Wo Lok Estate,Mahjong companion; Tea time conversation; Simple stretching session; Community centre activities,23,114.222591,22.312805
Chan Hiu Lam,Kai Tak Garden,Cooking together; Simple stretching session; Calligraphy practice,27,114.188273,22.343851
Chow Ho Yin,Shek Lei (2) Estate,Phone and smartphone help; Reading aloud; Board games,21,114.14503,22.364069
Chow Kwok Him,Sheung Tak Estate,Old songs karaoke; Tea time conversation; Reading aloud,33,114.258841,22.310347
Lau Yuk Ting,Park Island,Reading aloud; Tea time conversation; Simple stretching session,26,114.054348,22.350263
Cheung Tsz Ho,Yu Tung Court,Home visit companionship; Community centre activities; Photo sharing and memory talk,27,113.937033,22.29319
Leung Siu Tung,King Shing Court,Mahjong companion; Cooking together; Reading aloud,20,114.142571,22.489566
Cheung Yuk Ting,Chung On Estate,Clinic escort; Photo sharing and memory talk; Home visit companionship; Board games; Chinese chess,26,114.222246,22.418395
Cheung Man Yi,Ming Wah Dai Ha,Reading aloud; Old songs karaoke; Simple stretching session,23,114.228874,22.284848
Leung Ka Ching,Hoi Fu Court,Park walk and chat; Home visit companionship; Simple stretching session; Reading aloud,29,114.16514,22.311623
Lee Wai Man,Royal Ascot,Mahjong companion; Home visit companionship; Reading aloud; Tea time conversation,27,114.200193,22.406613
Tang Ka Ching,Bel-Air,Reading aloud; Tea time conversation; Photo sharing and memory talk; Grocery escort; Home visit companionship,23,114.135973,22.25128
Chow Yan Ting,Belvedere Garden,Mahjong companion; Grocery escort; Home visit companionship,31,114.104354,22.375516
Yip Yan Ting,Royal Ascot,Park walk and chat; Home visit companionship; Chinese chess; Photo sharing and memory talk,22,114.194856,22.395359
Wong Wai Man,Tsui Lai Garden,Reading aloud; Home visit companionship; Photo sharing and memory talk; Mahjong companion; Cooking together,25,114.13118,22.513137
Tang Wing Sze,The Latitude,Tea time conversation; Grocery escort; Phone and smartphone help; Board games,24,114.199434,22.325892
Lau Man Yi,Cheung On Estate,Photo sharing and memory talk; Clinic escort; Phone and smartphone help,33,114.096398,22.364179
Lau Kwok Him,Sun Hing Garden,Chinese chess; Community centre activities; Board games; Photo sharing and memory talk,24,114.167243,22.452843
Leung Wai Man,On Yam Estate,Grocery escort; Clinic escort; Park walk and chat; Reading aloud,22,114.148262,22.369792
Lau Tsz Ho,The Trend Plaza,Park walk and chat; Board games; Tea time conversation,24,114.176066,22.285875
Lam Wai Man,Yuccie Square,Chinese chess; Park walk and chat; Reading aloud,27,114.032141,22.450344
Chan Chi Ho,YOHO Town,Clinic escort; Grocery escort; Board games; Phone and smartphone help,31,114.039305,22.439408
Tang Man Yi,Tin Tsz Estate,Simple stretching session; Calligraphy practice; Old songs karaoke; Tea time conversation,22,114.001041,22.453618
Tang Pak Hei,Park Signature,Cooking together; Clinic escort; Community centre activities,21,114.028335,22.438858
Cheung Wing Sze,Century Link,Photo sharing and memory talk; Park walk and chat; Tea time conversation; Board games,31,113.946491,22.302255
Yip Ka Ming,Grandeur Terrace,Grocery escort; Clinic escort; Cooking together,33,114.004844,22.465035
Leung Wai Man,Yue Kwong Chuen,Park walk and chat; Grocery escort; Home visit companionship; Phone and smartphone help,28,114.164364,22.248153
Yip Tsz Wai,Nerine Cove,Mahjong companion; Chinese chess; Simple stretching session,27,113.978088,22.389174
Yip Sze Wing,The Parcville,Photo sharing and memory talk; Reading aloud; Park walk and chat; Clinic escort,29,114.029889,22.449481
Leung Sze Wing,Queen's Terrace,Board games; Tea time conversation; Mahjong companion; Cooking together; Phone and smartphone help,26,114.140299,22.284836
Ho Kwok Him,Siu Lun Court,Tea time conversation; Park walk and chat; Reading aloud,27,113.97384,22.388652
Chan Wing Sze,Long Shin Estate,Mahjong companion; Reading aloud; Cooking together,29,114.050293,22.449802
Chow Kwok Him,Siu Lun Court,Chinese chess; Simple stretching session; Phone and smartphone help; Clinic escort; Tea time conversation,31,113.983562,22.381622
Chan Tsz Ho,Cheung Wang Estate,Reading aloud; Chinese chess; Community centre activities,26,114.101995,22.349543
Lau Man Yi,Ching Wah Court,Home visit companionship; Cooking together; Community centre activities; Chinese chess,28,114.108638,22.348965
Yip Sze Wing,Tin Ching Estate,Clinic escort; Reading aloud; Photo sharing and memory talk,30,114.004771,22.465098
Yip Ka Ming,The Wings,Tea time conversation; Phone and smartphone help; Old songs karaoke; Calligraphy practice,23,114.254599,22.307953
Ng Pak Hei,Wang Fuk Court,Chinese chess; Simple stretching session; Phone and smartphone help; Community centre activities; Board games,32,114.174068,22.454128
Leung Siu Tung,Braemar Hill Mansion,Chinese chess; Cooking together; Phone and smartphone help,23,114.197645,22.283652
Chan Man Yi,Carado Garden,Cooking together; Calligraphy practice; Reading aloud; Old songs karaoke,21,114.169981,22.37208
Tang Tsz Wai,Ko Cheung Court,Home visit companionship; Park walk and chat; Chinese chess; Cooking together,21,114.237592,22.293774
Lee Chi Ho,Chung Nga Court,Mahjong companion; Cooking together; Tea time conversation; Park walk and chat,30,114.172226,22.456739
Wong Ka Ming,Saddle Ridge Garden,Calligraphy practice; Grocery escort; Park walk and chat,22,114.239638,22.421015
Ng Tsz Wai,Lee On Estate,Cooking together; Reading aloud; Community centre activities; Calligraphy practice,24,114.237505,22.43067
Yip Kwok Him,Lei Tung Estate,Mahjong companion; Old songs karaoke; Chinese chess,28,114.153036,22.241854
Wong Wai Man,Belair Gardens,Board games; Tea time conversation; Clinic escort; Simple stretching session,26,114.203363,22.377822
Lau Sze Wing,Grand Promenade,Mahjong companion; Home visit companionship; Chinese chess,22,114.220306,22.282665
Leung Kwok Him,Yau Tong Estate,Park walk and chat; Home visit companionship; Grocery escort,19,114.234394,22.290907
Leung Yan Ting,Monte Vista,Grocery escort; Cooking together; Mahjong companion,28,114.239437,22.428048
Ng Wing Sze,Tai Hing Estate,Board games; Calligraphy practice; Park walk and chat,24,113.972225,22.395971
Cheung Yan Ting,Braemar Hill Mansion,Calligraphy practice; Chinese chess; Mahjong companion,20,114.207009,22.285344
Ho Hiu Lam,Parkland Villas,Mahjong companion; Tea time conversation; Reading aloud; Community centre activities,30,113.979968,22.409902
Chan Ka Ching,Bedford Gardens,Clinic escort; Tea time conversation; Community centre activities,21,114.206835,22.290905
Lee Tsz Wai,Bel-Air,Grocery escort; Phone and smartphone help; Old songs karaoke; Photo sharing and memory talk,25,114.137484,22.258209
Tang Tsz Ho,So Uk Estate,Clinic escort; Cooking together; Tea time conversation,32,114.163725,22.336806
Lee Yuk Ting,So Uk Estate,Home visit companionship; Clinic escort; Park walk and chat,24,114.149439,22.340021
Ng Lok Yin,Hung Fuk Estate,Chinese chess; Cooking together; Reading aloud,22,113.991446,22.436723
Chan Pak Hei,King Shing Court,Reading aloud; Park walk and chat; Board games,27,114.142921,22.488526
Chow Tsz Ho,Aldrich Garden,Park walk and chat; Phone and smartphone help; Calligraphy practice,25,114.229535,22.278445
Tang Lok Yin,Kwong Ming Court,Park walk and chat; Cooking together; Simple stretching session,24,114.255259,22.317706
Ho Lok Yin,Kai Tin Estate,Photo sharing and memory talk; Park walk and chat; Simple stretching session; Chinese chess,28,114.228472,22.306962
Leung Ka Ming,Mountain Shore,Calligraphy practice; Chinese chess; Cooking together,25,114.218608,22.415434
Wong Kwok Him,Lei On Court,Phone and smartphone help; Calligraphy practice; Cooking together,22,114.230257,22.313129
Lau Ho Yin,Shan King Estate,Home visit companionship; Board games; Reading aloud,22,113.962125,22.395187
Chan Kwok Him,Po Ming Court,Park walk and chat; Board games; Chinese chess; Cooking together; Phone and smartphone help,24,114.251844,22.31932
Yip Wing Sze,Tai Hang Tung Estate,Phone and smartphone help; Tea time conversation; Park walk and chat,23,114.170592,22.337083
Leung Kwok Him,Wah Kwai Estate,Old songs karaoke; Tea time conversation; Board games; Grocery escort; Home visit companionship,33,114.142199,22.25844
Wong Yan Ting,City Garden,Tea time conversation; Board games; Clinic escort,29,114.189703,22.290831
Chow Siu Tung,Hong Lam Court,Board games; Park walk and chat; Grocery escort; Tea time conversation,22,114.221061,22.379531
Cheung Tsz Wai,Lower Wong Tai Sin (1) Estate,Board games; Phone and smartphone help; Chinese chess; Tea time conversation,28,114.188318,22.334968
Leung Kwok Him,Tsui Ning Garden,Reading aloud; Photo sharing and memory talk; Chinese chess,27,113.966982,22.379012
Chan Hiu Lam,Choi Fook Estate,Old songs karaoke; Chinese chess; Simple stretching session,23,114.218698,22.333639
Leung Yuk Ting,Vista Paradiso,Photo sharing and memory talk; Community centre activities; Board games,25,114.21787,22.425401
Yip Tsz Wai,Shek Wai Kok Estate,Community centre activities; Old songs karaoke; Photo sharing and memory talk,25,114.121008,22.371396
Lee Lok Yin,Fullview Garden,Tea time conversation; Community centre activities; Home visit companionship,30,114.246278,22.260349
Chow Chi Ho,Wu King Estate,Park walk and chat; Community centre activities; Photo sharing and memory talk; Reading aloud; Tea time conversation,19,113.961432,22.378611
Wong Man Yi,Kwai Shing East Estate,Phone and smartphone help; Cooking together; Chinese chess; Calligraphy practice,23,114.126901,22.372127
Ho Tsz Wai,Yung Ming Court,Home visit companionship; Reading aloud; Mahjong companion,23,114.259692,22.309514
Chan Siu Tung,Hiu Lai Court,Tea time conversation; Reading aloud; Mahjong companion,29,114.234877,22.312967
Tang Pak Hei,Healthy Gardens,Community centre activities; Board games; Mahjong companion,32,114.196162,22.299416
Leung Yuk Ting,Prime View Garden,Community centre activities; Park walk and chat; Board games,19,113.982188,22.406335
Leung Kwok Him,Ming Tak Estate,Simple stretching session; Photo sharing and memory talk; Chinese chess,30,114.270707,22.313255
Chan Ho Yin,Yu Tung Court,Board games; Reading aloud; Clinic escort,25,113.946666,22.286952
Lee Kwok Him,Cullinan West,Park walk and chat; Calligraphy practice; Grocery escort; Chinese chess,22,114.160201,22.324135
Lau Yan Ting,Villa Esplanada,Photo sharing and memory talk; Clinic escort; Reading aloud; Chinese chess,25,114.100691,22.367319
Ng Wai Man,Shek Mun Estate,Chinese chess; Tea time conversation; Calligraphy practice; Board games; Phone and smartphone help,18,114.209269,22.38515
Yip Lok Yin,Monte Vista,Board games; Mahjong companion; Simple stretching session; Reading aloud; Home visit companionship,31,114.249971,22.430387
Cheung Chi Ho,Metro City,Chinese chess; Photo sharing and memory talk; Clinic escort,29,114.255248,22.316284
Leung Ho Yin,Long Ping Estate,Home visit companionship; Photo sharing and memory talk; Calligraphy practice,23,114.028586,22.454943
Yip Ho Yin,Grand Horizon,Old songs karaoke; Tea time conversation; Home visit companionship,29,114.115051,22.355189
Chan Pak Hei,Lei Muk Shue (1) Estate,Board games; Home visit companionship; Mahjong companion; Tea time conversation; Calligraphy practice,30,114.137221,22.379736
Lee Yuk Ting,Kornhill,Old songs karaoke; Cooking together; Mahjong companion,23,114.210007,22.276212
